,2015/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016/Annual,2016,,,2016,2016/Annual
(주)모바일리더,-,-,,,"1,344.29",3.96,,"23,444,934,000.00",1.44,20.64,3.07,"1,137,960,000.00","1,344.29","6,275,188,000.00",3.03,"87,155,390.00",정정기(33.08),66,중소기업,3,"38,583,639,500.00"
미디어젠(주),,,,,630.53,5.47,,"1,297,078,000.00",0.88,0.57,20.64,"159,825,000.00",630.53,"8,421,640,000.00",114.17,"94,625,170.00",고훈(26.64),125,중소기업,4,
(주)엔지켐생명과학,-,-,,,323.88,3.56,4.43,"-40,219,952,000.00",1.5,39.65,36.03,"-6,331,627,000.00",420.32,"21,835,380,000.00",20.24,"311,934,000.00",(주)브리짓라이프사이언스(17.00),103,중소기업,6,"267,263,100,700.00"
엔시트론(주),-,-,,,101.73,5.5,7.41,"-8,083,533,000.00",0.33,-23.67,159.24,"322,114,000.00",126.59,"37,207,922,000.00",13.99,"1,005,619,510.00",(주)티알에스(14.78),36,중소기업,8,"35,577,132,690.00"
(주)텔레필드,-,-,,,136.8,2.39,2.51,"17,399,797,000.00",1.08,15.16,95.08,"-2,636,350,000.00",251.01,"43,098,885,000.00",-9.72,"350,397,440.00",박노택(25.92),119,중소기업,6,"29,950,057,200.00"
크루셜텍(주),-,-,,,135.96,3.45,4.68,"10,692,007,000.00",1.4,22.7,131.12,"1,148,516,000.00",178.08,"316,831,953,000.00",7.94,"1,427,170,960.00",안건준(19.17),107,대기업,8,"229,931,166,400.00"
(주)메디톡스,"1,037.52","1,217.26","6,885,496,000.00","6,885,496,000.00",70.9,6.58,20.82,"166,259,478,000.00",1.18,51.93,124.51,"58,025,455,000.00",79.46,"121,761,686,000.00",30.26,"343,959,560.00",정현호(18.45),574,중소기업,4,"2,017,120,381,000.00"
(주)디지털대성,137.59,138.03,"3,067,962,000.00","3,067,962,000.00",199.87,17.34,295.13,"20,139,820,000.00",0.54,-4,16.41,"4,571,336,000.00",201.64,"52,731,007,000.00",3.19,"271,809,310.00",(주)디지털대성(13.73),201,대기업,2,"88,903,892,000.00"
(주)모다이노칩,73.19,-,,,80.32,8.46,9.08,"132,539,437,000.00",1.14,34.59,117.83,"21,677,624,000.00",87.64,"120,131,089,000.00",121.58,"193,759,820.00",(주)대명화학(75.10),565,대기업,5,"336,425,244,840.00"
(주)브레인콘텐츠,-,-,,,84.26,25.4,,"3,557,877,000.00",1.02,34.81,31.72,"510,661,000.00",84.26,"20,322,229,000.00","1,480.05","278,386,700.00",문양근(27.29),75,중소기업,6,"120,036,249,940.00"
(주)디이엔티,-,-,,,104.07,2.81,5.28,"9,579,127,000.00",0.86,-19.38,178.77,"-6,265,983,000.00",146.13,"38,609,273,000.00",-20.56,"186,518,230.00",에이피시스템(주)(27.71),140,중소기업,8,"78,352,000,000.00"
(주)진바이오텍,30,30,"258,318,000.00","258,318,000.00",868.91,4.75,14.31,"10,539,115,000.00",1.34,2.73,10.71,"1,890,134,000.00",970.32,"21,863,964,000.00",36.02,"575,367,470.00",이찬호(28.09),36,중소기업,2,"48,735,922,420.00"
해태제과식품(주),,136.61,"3,977,649,000.00","3,977,649,000.00",45.41,6.37,17.35,"198,080,717,000.00",1.28,-0.74,172.73,"25,000,289,000.00",58.24,"782,604,610,000.00",69.65,"320,214,650.00",(주)크라운제과(60.00),"2,261.00",대기업,5,"522,646,954,900.00"
(주)엔에스쇼핑,-,"1,999.69","6,738,160,000.00","6,738,160,000.00",52.41,71.37,243.31,"376,496,577,000.00",0.52,8.39,108.61,"62,541,804,000.00",53.6,"439,617,327,000.00",17.81,"1,082,801,300.00",(주)하림홀딩스(40.71),425,대기업,3,"517,233,600,000.00"
(주)코리아센터,,,"299,977,000.00","299,977,000.00",79.32,12.47,40.07,"43,056,298,000.00",1.2,8,76.96,"4,802,120,000.00",84.67,"37,374,636,000.00",13.23,"100,469,450.00",김기록(50.21),412,중소기업,3,
(주)바이오리더스,-,-,,,535.6,1.77,3.28,"-42,675,063,000.00",0.76,69.18,23.77,"-5,895,692,000.00",552.59,"2,500,747,000.00",214.49,"54,364,070.00",성문희(9.69),61,중소기업,5,"76,226,092,700.00"
테고사이언스(주),-,-,,,"4,363.22",2.6,14.9,"13,038,657,000.00",1.29,11.36,70.73,"879,631,000.00","4,469.35","8,343,010,000.00",3.48,"213,923,330.00",전세화(39.73),40,중소기업,4,"188,105,135,600.00"
(주)코렌,-,-,,,30.97,6.92,7.85,"-28,610,262,000.00",1.4,5.92,438,"-20,757,979,000.00",43.24,"94,977,197,000.00",-24.7,"260,926,370.00",이종진(10.82),66,대기업,9,"55,785,279,180.00"
(주)나인컴플렉스,-,-,,,71.08,2.92,9.98,"-6,446,261,000.00",0.81,7.8,134.99,"-3,574,213,000.00",83.28,"64,929,568,000.00",32.53,"590,268,800.00",크루셜텍(주)(27.78),21,중소기업,8,"43,187,731,550.00"
나노캠텍(주),-,-,,,400.51,2,21.06,"16,551,084,000.00",0.64,-9.04,24.98,"-5,576,363,000.00",414.83,"34,747,904,000.00",55.44,"390,425,890.00",Classical Legends Internationa(33.37),55,중소기업,6,"106,190,712,810.00"
(주)투비소프트,-,29.18,"402,386,000.00","402,386,000.00",91.86,2.31,,"17,905,868,000.00",1.17,26.63,84.72,"696,933,000.00",91.86,"34,807,407,000.00",44.51,"130,854,910.00",(주)피스티스파트너스(11.85),269,중소기업,6,"87,979,376,980.00"
(주)이노와이어리스,-,-,,,185.69,4.1,11.38,"49,414,436,000.00",0.31,-2.67,16.65,"-7,770,006,000.00",215.11,"38,664,485,000.00",-10.51,"127,185,810.00",정종태(18.57),267,중소기업,5,"54,682,775,000.00"
(주)제노포커스,-,-,,,"6,773.16",5.96,12.03,"-153,418,000.00",1.65,26.89,1.1,"1,399,804,000.00","6,874.68","5,833,460,000.00",111.81,"110,065,280.00",반재구(29.26),64,중소기업,3,"174,961,560,850.00"
(주)진매트릭스,-,-,,,206.92,2.12,63.89,"-9,291,091,000.00",1.26,-6.91,44.86,"-3,753,979,000.00",207.88,"3,827,557,000.00",42.87,"127,585,230.00",김수옥(9.33),38,중소기업,7,"52,200,045,030.00"
(주)루트로닉,48.73,72.55,"845,949,000.00","845,949,000.00",298.95,4.66,4.33,"45,551,875,000.00",0.92,14.12,30.01,"13,197,840,000.00",365.01,"81,033,015,000.00",73.84,"301,237,970.00",황해령(24.41),305,중소기업,5,"437,493,088,800.00"
(주)마이크로컨텍솔루션,80,20,"166,255,000.00","166,255,000.00",790.24,6.34,5.38,"36,466,521,000.00",1.32,-25.62,8.01,"-169,607,000.00",990.18,"25,634,601,000.00",-5.41,"228,880,370.00",양승은(18.07),119,중소기업,4,"57,441,213,060.00"
(주)제주반도체,-,-,,,146.37,3.48,1.92,"2,749,533,000.00",1.26,0.81,104.62,"2,843,138,000.00",256.24,"58,177,240,000.00",7.18,"819,397,750.00",박성식(11.96),81,중소기업,6,"97,346,352,375.00"
(주)휴맥스홀딩스,90.26,86.81,"1,091,806,000.00","1,091,806,000.00",13.29,,,"55,295,455,000.00",0.48,-16.12,13.23,"-7,058,438,000.00",13.29,"4,560,517,000.00",-6.67,"912,103,400.00",변대규(35.68),2,대기업,4,"87,916,766,940.00"
(주)뉴트리,,,,,212.2,11.38,16.59,"4,553,227,000.00",,46.94,135.83,"1,006,197,000.00",279,"33,295,865,000.00",-7.13,,,61,중소기업,5,
가온미디어(주),95.51,96.11,"1,288,718,000.00","1,288,718,000.00",149.68,3.97,7.52,"68,220,221,000.00",0.77,19.94,102.11,"16,150,320,000.00",204.44,"427,119,276,000.00",15.12,"1,286,503,840.00",임화섭(16.21),388,대기업,5,"142,127,238,000.00"
(주)씨젠,-,-,,,"2,089.38",0.8,5.5,"57,538,804,000.00",1.31,8.02,37.64,"8,812,409,000.00","2,247.54","58,186,498,000.00",6.12,"247,602,120.00",천종윤(18.06),312,중소기업,3,"916,878,999,000.00"
인베니아(주),-,-,,,121.05,2.4,80.69,"10,879,130,000.00",1.09,80.83,167.69,"8,272,872,000.00",124.41,"151,449,990,000.00",22.91,"584,749,000.00",구자준(20.07),284,대기업,6,"131,776,000,000.00"
제너셈(주),50,-,,,192.73,2.34,3.06,"8,778,267,000.00",1.42,-47.41,79.01,"-1,787,905,000.00",273.92,"17,807,553,000.00",-3.92,"234,309,910.00",한복우(44.04),110,중소기업,7,"47,704,306,560.00"
(주)에이치시티,,-,,,283.72,3.94,747.05,"21,887,674,000.00",1.05,14.53,32.79,"4,181,766,000.00",284.05,"27,683,667,000.00",128.82,"126,989,300.00",이수찬(14.00),293,중소기업,4,"57,478,171,700.00"
(주)바이오솔루션,,,,,313.61,1.44,7.08,"-9,851,700,000.00",,47.63,44.07,"-3,088,404,000.00",349.59,"3,203,776,000.00",-17.31,"66,745,330.00",장송선(24.95),70,중소기업,6,
(주)유진테크,194.39,223.81,"5,128,856,000.00","5,128,856,000.00",695.28,33.55,19.93,"205,903,238,000.00",0.72,49.26,13.04,"32,895,636,000.00",719.22,"141,008,292,000.00",15.57,"1,029,257,610.00",엄평용(35.58),203,대기업,2,"406,759,745,500.00"
(주)에스코넥,-,-,,,121.33,6.98,86.4,"35,147,964,000.00",1.39,-5.05,87.22,"4,997,022,000.00",125.03,"190,637,159,000.00",7.29,"1,296,851,420.00",박순관(15.78),112,대기업,4,"158,595,709,320.00"
하나마이크론(주),49.32,-,,,29.42,3.07,21.02,"1,019,115,000.00",1.17,-17.27,180.04,"-26,539,552,000.00",34.62,"190,480,064,000.00",-13.75,"212,826,890.00",최창호(24.38),799,대기업,8,"118,787,068,260.00"
STX중공업(주),-,-,,,12.62,1.07,3.46,"-1,038,551,893,000.00",0.92,-61.07,,"-718,601,922,000.00",20.08,"408,131,794,000.00",,"529,353,820.00",한국산업은행(25.65),470,대기업,10,"27,837,022,590.00"
(주)노랑풍선,,,,,67.44,6.4,,"22,121,602,000.00",0.79,24.03,264.48,"4,095,850,000.00",67.44,"60,309,282,000.00",19.46,"140,254,140.00",고재경(26.00),561,중소기업,6,
한국전자금융(주),70,80,"2,081,201,000.00","2,081,201,000.00",133.04,12.07,230.37,"75,565,743,000.00",1.06,-2.85,87.99,"12,782,332,000.00",133.64,"138,114,376,000.00",11.52,"323,452,870.00",(주)NICE홀딩스(46.99),530,대기업,4,"159,732,155,260.00"
(주)아우딘퓨쳐스,,,,,175.51,10.96,19.9,"14,824,790,000.00",1.49,126.22,38.79,"9,122,506,000.00",227.02,"56,780,137,000.00",65.13,"562,179,570.00",최영욱(58.67),140,중소기업,3,
(주)코렌텍,-,-,,,300.09,1.82,2.12,"-15,987,028,000.00",0.98,18.22,56.21,"2,146,668,000.00",421.23,"33,128,629,000.00",8.41,"226,908,420.00",선두훈(7.64),136,중소기업,5,"138,587,264,950.00"
(주)미래테크놀로지,80,100,"541,801,000.00","541,801,000.00","2,665.58",14.87,18.41,"20,843,197,000.00",0.68,-0.37,3.58,"4,053,350,000.00","2,724.63","21,953,235,000.00",7.02,"1,045,392,140.00",(주)다우데이타(33.89),32,중소기업,3,"50,380,000,000.00"
(주)대성파인텍,116.79,-,,,164.14,3.46,7.97,"35,440,215,000.00",0.78,8.73,58.76,"4,100,455,000.00",193.5,"46,924,145,000.00",15.81,"287,878,190.00",GMU홀딩스투자조합(2.28),127,중소기업,3,"75,444,006,725.00"
애니젠(주),,-,,,"1,546.04",4,1.8,"-1,993,708,000.00",,12.2,5.54,"-1,646,651,000.00","1,764.46","4,176,582,000.00",643.86,"99,442,430.00",김재일(19.07),94,중소기업,5,"73,653,158,500.00"
(주)씨티케이코스메틱스,,,"1,166,217,000.00","1,166,217,000.00",161.74,5.09,31.83,"33,299,579,000.00",1.34,119.33,105.15,"23,325,157,000.00",173.79,"133,888,368,000.00",259.53,"2,059,821,050.00",정인용(86.58),122,중소기업,4,
테라셈(주),48.88,-,,,923.26,3.13,12.32,"3,180,211,000.00",1.37,-62.54,9.68,"-4,390,609,000.00","1,055.56","17,467,238,000.00",-24.01,"166,354,650.00",서성기(49.34),62,중소기업,5,"42,387,841,900.00"
(주)이엠텍,-,192.38,"2,700,093,000.00","2,700,093,000.00",348.76,3.39,27.05,"84,971,577,000.00",1.07,19.45,29.32,"7,396,423,000.00",373.77,"148,814,805,000.00",5.39,"563,692,440.00",정승규(13.86),457,대기업,4,"143,861,035,750.00"
(주)케이티아이에스,97.62,77.76,"2,706,123,000.00","2,706,123,000.00",163.32,8.93,29.35,"134,626,133,000.00",0.85,-5.28,40.75,"9,990,999,000.00",190.08,"436,729,584,000.00",0.97,"48,321,490.00",(주)케이티(29.30),"7,873.00",대기업,4,"128,767,400,000.00"
(주)케이티씨에스,97.96,78.37,"3,345,040,000.00","3,345,040,000.00",178.32,8.17,26.14,"106,360,427,000.00",0.93,-4.87,42.57,"7,865,254,000.00",210.83,"458,278,860,000.00",2.51,"49,932,320.00",(주)케이티스(11.61),"8,366.00",대기업,4,"105,858,800,000.00"
(주)메타랩스,-,-,,,54.47,6.47,2.15,"-86,955,917,000.00",1.16,-18.63,240.13,"-39,905,816,000.00",93.04,"67,249,668,000.00",20.88,"209,500,520.00",아이비케이에스케이에스중소중견(17.70),50,중소기업,9,"46,011,619,872.00"
(주)종근당바이오,343.31,392.35,"2,051,787,000.00","2,051,787,000.00",144.66,3.4,3.07,"96,342,091,000.00",1.18,5.93,33.85,"9,434,615,000.00",258.84,"113,013,402,000.00",6.11,"389,701,390.00",(주)종근당홀딩스(36.58),400,대기업,2,"123,154,465,950.00"
(주)유비쿼스홀딩스,271.68,220.44,"4,673,235,000.00","4,673,235,000.00",582.27,,,"208,888,763,000.00",0.86,-100,14,"21,461,755,000.00",630.72,,5.36,,이상근(26.12),12,대기업,4,"230,020,000,000.00"
에이테크솔루션(주),-,-,,,45.45,7.82,5.15,"54,135,629,000.00",1.19,24.62,113.7,"1,475,357,000.00",99.31,"201,247,464,000.00",2.32,"472,411,890.00",유영목(32.00),365,대기업,5,"104,500,000,000.00"
(주)비트컴퓨터,-,72.22,"1,200,607,000.00","1,200,607,000.00",222.72,4.23,"1,086.56","20,188,324,000.00",1.3,-6.58,30.35,"4,278,518,000.00",222.84,"34,716,080,000.00",11.42,"265,008,240.00",조현정(25.18),133,중소기업,2,"91,095,645,640.00"
(주)로보스타,70,50,"390,000,000.00","390,000,000.00",104.99,3.12,8.21,"33,798,133,000.00",1.31,16.46,205.55,"6,647,009,000.00",131.76,"150,596,909,000.00",13.8,"574,797,360.00",김정호(12.54),274,대기업,4,"138,840,000,000.00"
(주)셀트리온헬스케어,,,,,37.5,3.24,0.5,"134,217,391,000.00",0.69,168.15,242.41,"98,527,888,000.00",158.58,"722,891,429,000.00",15.54,,서정진(44.12),123,대기업,6,
(주)엔바이오니아,,,,,60.1,4.56,3.81,"-2,392,198,000.00",1,39.87,96.16,"277,897,000.00",94.19,"5,514,331,000.00",36.32,"172,322,840.00",한정철(39.58),60,중소기업,5,
(주)실리콘웍스,"1,000.00",900,"14,637,870,000.00","14,637,870,000.00",380.49,5.5,10.36,"294,565,492,000.00",0.65,13.85,27.7,"50,563,822,000.00",438.55,"610,042,626,000.00",9.49,"831,120,740.00",(주)LG(33.08),"1,035.00",대기업,2,"452,147,540,000.00"
(주)유니테스트,191.92,143.83,"3,039,698,000.00","3,039,698,000.00",159.59,4.45,6.91,"30,038,052,000.00",1.44,-8.37,46.25,"8,575,961,000.00",242.18,"112,442,901,000.00",12.09,"744,654,970.00",김종현(18.94),200,중소기업,4,"255,722,924,600.00"
(주)이녹스,-,-,,,117.92,,,"97,879,725,000.00",1.28,-100,76.31,"5,114,997,000.00",145.09,,1.96,,장경호(15.36),10,중소기업,6,"295,637,808,000.00"
(주)메디프론디비티,-,-,,,392.64,1.76,5.4,"-19,150,972,000.00",1.42,59.42,8.52,"-3,961,206,000.00",581.42,"13,096,877,000.00",7.46,"654,843,850.00",묵인희(2.68),22,중소기업,5,"118,011,261,720.00"
(주)한솔씨앤피,,500,"1,996,837,000.00","1,996,837,000.00",287.54,2.16,20.13,"7,848,357,000.00",1.57,-9.12,35.98,"-1,467,676,000.00",304.86,"32,675,619,000.00",77.78,"308,260,560.00",(주)한솔케미칼(50.08),70,대기업,5,"57,109,523,900.00"
(주)제노레이,,,,,94.18,5.06,4.82,"9,624,296,000.00",0.9,21.06,119.78,"2,905,294,000.00",155.7,"35,466,733,000.00",25.25,"262,716,540.00",,194,중소기업,5,
(주)동양에스텍,99,99,"990,000,000.00","990,000,000.00",76.54,3.22,13.17,"38,662,144,000.00",0.85,8.51,101.06,"4,365,789,000.00",97.91,"134,441,549,000.00",9.64,"1,977,081,600.00",조은구(41.15),86,대기업,6,"36,850,000,000.00"
SK바이오랜드(주),250,250,"3,750,000,000.00","3,750,000,000.00",255.14,6.82,3.82,"103,414,988,000.00",1.14,19.02,28.22,"12,048,959,000.00",452.41,"95,716,334,000.00",6.86,"321,195,750.00",SKC(주)(27.90),318,대기업,2,"269,250,000,000.00"
(주)현대에이치씨엔,39.98,39.03,"4,406,134,000.00","4,406,134,000.00",653.73,4.91,,"50,274,681,000.00",0.58,124.78,9.73,"9,434,794,000.00",653.73,"94,396,710,000.00",51.3,"225,829,450.00",(주)현대홈쇼핑(35.34),449,대기업,3,"446,136,562,600.00"
(주)쎌바이오텍,328.51,451.7,"4,246,000,000.00","4,246,000,000.00","1,063.91",5.65,25.2,"73,412,469,000.00",0.87,15.24,7.28,"18,065,116,000.00","1,096.01","56,495,597,000.00",21.21,"459,313,800.00",정명준(19.34),140,중소기업,2,"457,310,000,000.00"
이지케어텍(주),,,"378,300,000.00","378,300,000.00",492.03,4.04,,"20,122,507,000.00",,19.14,36.48,"3,332,924,000.00",492.03,"55,471,724,000.00",10.68,"186,146,720.00",기타(48.21),372,중소기업,3,
S&T모티브(주),995.28,"1,000.00","14,623,136,000.00","14,623,136,000.00",148.99,3.88,6.94,"515,694,536,000.00",0.45,-7.1,49.12,"32,570,193,000.00",196.65,"812,228,736,000.00",3.2,"952,202,500.00",(주)S&T홀딩스(37.21),766,대기업,2,"714,340,193,600.00"
(주)엑시콘,75,100,"888,350,000.00","888,350,000.00",184.82,5.44,4.57,"41,574,044,000.00",1.19,-15.06,34.67,"4,672,329,000.00",241.53,"44,985,040,000.00",6.18,"362,782,580.00",최명배(19.02),159,중소기업,4,"94,609,275,000.00"
LG전자(주),398.14,398.14,"72,885,000,000.00","72,885,000,000.00",67.58,5.36,25.61,"4,851,573,000,000.00",0.95,1.32,203.45,"-276,487,000,000.00",78.83,"28,743,246,000,000.00",-2.18,"758,216,940.00",(주)LG(33.70),"40,418.00",대기업,6,"8,885,047,897,200.00"
한국바이오젠(주),,,"177,490,000.00","177,490,000.00",68.66,5.42,4.55,"6,364,219,000.00",1.96,1.1,87.67,"1,561,420,000.00",108.83,"13,132,016,000.00",21.65,"279,404,600.00",,54,중소기업,3,
(주)유아이디,-,-,,,118.5,13.01,73.97,"29,343,711,000.00",1.13,-9.93,38.73,"-4,859,745,000.00",119.71,"19,242,854,000.00",-10,"196,355,650.00",박종수(38.06),76,중소기업,6,"96,528,871,040.00"
(주)티비에이치글로벌,-,-,,,31.23,9.29,2.41,"7,243,262,000.00",1.18,1.82,227.28,"-24,879,551,000.00",122.41,"158,895,899,000.00",-24.84,"436,527,200.00",우종완(19.55),321,대기업,8,"181,454,325,300.00"
(주)예스티,-,-,,,89.94,4.97,3.95,"18,336,301,000.00",1.77,-25.33,92.93,"2,540,547,000.00",157.85,"52,705,412,000.00",5.51,"277,396,910.00",장동복(25.83),216,중소기업,6,"131,117,826,300.00"
(주)세이브존아이앤씨,27.61,27.61,"1,132,939,000.00","1,132,939,000.00",90.57,36.93,46.5,"253,713,877,000.00",0.36,-2.23,51.55,"27,886,029,000.00",93.49,"181,594,318,000.00",7.85,"931,252,910.00",(주)세이브존(46.97),186,대기업,2,"215,875,107,700.00"
(주)코스메카코리아,,-,,,270.91,5.94,14.55,"32,386,360,000.00",,60.19,29.5,"9,028,477,000.00",314,"152,174,095,000.00",312.27,"355,546,950.00",박은희(25.22),518,중소기업,2,"299,040,000,000.00"
(주)삼성출판사,130,110,"1,100,000,000.00","1,100,000,000.00",593.97,3.87,3.88,"38,996,790,000.00",1,4.76,11.35,"1,878,181,000.00",937.98,"47,244,342,000.00",0.82,"295,277,140.00",김진용(47.44),348,대기업,3,"111,500,000,000.00"
(주)제닉,23.81,25,"165,000,000.00",,284.49,8.46,8.1,"34,713,672,000.00",1.32,-2.41,24.21,"1,731,523,000.00",385.55,"61,419,387,000.00",7.7,"328,445,920.00",솔브레인(주)(25.46),242,중소기업,2,"100,320,000,000.00"
씨앤지하이테크(주),,,"273,914,000.00","273,914,000.00",192.46,14.76,32.44,"12,346,745,000.00",0.68,-6.34,68.77,"5,498,276,000.00",212.9,"44,344,825,000.00",52.6,"476,826,080.00",홍사문(45.30),110,중소기업,3,
(주)아이티엠반도체,,,,,70.3,3.7,7.46,"-16,805,794,000.00",2.86,-12.88,307.61,"-25,942,968,000.00",89.73,"142,936,843,000.00",-24.01,"474,873,230.00",(주)NICE홀딩스(40.53),296,대기업,8,
(주)아이센스,-,99.99,"1,371,992,000.00","1,371,992,000.00",284.03,3.82,5.64,"103,281,795,000.00",0.84,22.81,28.56,"20,369,638,000.00",411.25,"124,070,742,000.00",15.68,"199,470,650.00",차근식(16.40),676,대기업,2,"403,393,225,200.00"
(주)케어젠,600,959.79,"10,279,367,000.00","10,279,367,000.00","1,972.73",2.4,15.71,"84,825,992,000.00",1.76,28.76,4.42,"23,009,626,000.00","2,014.20","46,892,023,000.00",-5.92,"387,537,380.00",정용지(61.95),166,중소기업,3,"879,291,000,000.00"
(주)팜스빌,,,"120,000,000.00","120,000,000.00",409.88,34.12,12.53,"14,043,748,000.00",0.63,-14.92,69.7,"2,695,820,000.00",465.91,"15,675,609,000.00",22.53,"870,867,170.00",이병욱(84.63),22,중소기업,3,
(주)삼에스코리아,-,-,,,68.24,2.65,13.11,"-22,582,611,000.00",1.11,-7.95,64.55,"-3,620,523,000.00",76.93,"19,425,638,000.00",-9.42,"329,248,100.00",박종익(7.61),68,중소기업,7,"97,732,520,520.00"
루미마이크로(주),-,-,,,99.35,6.06,4.28,"-60,994,230,000.00",1.37,-23.99,84.5,"-1,781,196,000.00",196.33,"68,210,591,000.00",-7.75,"625,785,240.00",금호전기(주)(38.19),42,대기업,7,"47,801,250,000.00"
(주)아이엠텍,,-,,,151.51,11.3,13.09,"4,407,669,000.00",0.96,-22.64,56.65,"-16,934,681,000.00",191.84,"81,087,813,000.00",11.82,"395,550,310.00",우리이티아이(주)(35.39),116,중소기업,6,"89,355,485,000.00"
(주)좋은사람들,-,-,,,163.3,3.22,3.28,"53,381,493,000.00",1.82,2.25,41.09,"-5,062,772,000.00",284.07,"126,617,961,000.00",-5.28,"323,831,100.00",염덕희(11.98),335,중소기업,4,"66,031,340,000.00"
(주)내츄럴엔도텍,-,-,,,603.6,1.51,1.1,"15,773,302,000.00",0.7,-85.27,83.48,"-12,887,062,000.00",693.22,"6,556,020,000.00",-5.85,"95,014,780.00",김재수(18.56),73,중소기업,7,"341,811,381,600.00"
(주)대호에이엘,-,-,,,37.36,9.47,7.52,"-9,737,805,000.00",1.51,-3.24,291.45,"-2,212,358,000.00",64.51,"117,646,225,000.00",-7.42,"700,275,150.00",(주)대호하이텍(33.00),160,중소기업,8,"45,857,877,910.00"
(주)아스트,-,-,,,41.28,3.79,2.25,"4,750,001,000.00",1.23,11.51,108.61,"11,478,951,000.00",100.69,"90,103,341,000.00",38.89,"333,716,080.00",김희원(18.21),268,중소기업,7,"252,406,682,500.00"
휴켐스(주),472.99,471.83,"19,287,706,000.00","19,287,706,000.00",210.69,7.07,23.19,"313,968,314,000.00",0.98,0.01,41.12,"45,877,756,000.00",230.8,"582,859,339,000.00",5.47,"2,224,653,970.00",태광실업(주)(28.00),252,대기업,3,"887,065,359,600.00"
(주)인포마크,-,-,,,54.69,13.26,3.04,"6,090,161,000.00",1.09,22,63.2,"1,082,969,000.00",173.52,"63,665,828,000.00",5.07,"618,114,830.00",최혁(21.42),108,중소기업,5,"59,472,173,600.00"
